142_HY_Gnrh1_Glut,H3K27ac,Male-shufB
084_BST_SI_AAA_Six3_Slc22a3_Gaba,H3K27ac,Female-shufB
149_PVT_PT_Ntrk1_Glut,H3K27me3,Female-shufB
106_PVpo_VMPO_MPN_Hmx2_Gaba,H3K27me3,Male-shufA
096_PVHd_Gsc_Gaba,H3K27ac,Male-shufB
003_L5_6_IT_TPE_ENT_Glut,H3K27me3,Male-shufB
038_DG_PIR_Ex_IMN,H3K4me1,Male-shufA
007_L2_3_IT_CTX_Glut,H3K27ac,Female-shufA
016_CA1_ProS_Glut,H3K27ac,Male-shufB
113_MEA_COA_BMA_Ccdc42_Glut,H3K4me1,Female-shufB
023_SUB_ProS_Glut,H3K27ac,Female-shufA
093_RT_ZI_Gnb3_Gaba,H3K27me3,Male-shufB
014_LA_BLA_BMA_PA_Glut,H3K4me1,Female-shufA
049_Lamp5_Gaba,H3K4me1,Female-shufA
003_L5_6_IT_TPE_ENT_Glut,H3K27ac,Male-shufB
124_MPN_MPO_PVpo_Hmx2_Glut,H3K4me1,Female-shufB
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut,H3K9me3,Female-shufA
097_PVHd_SBPV_Six3_Prox1_Gaba,H3K27ac,Female-shufB
066_NDB_SI_ant_Prdm12_Gaba,H3K9me3,Male-shufB
002_IT_EP_CLA_Glut,H3K9me3,Male-shufA
118_ADP_MPO_Trp73_Glut,H3K9me3,Male-shufB
013_COAp_Grxcr2_Glut,H3K4me1,Female-shufA
126_ARH_PVp_Tbx3_Glut,H3K9me3,Female-shufA
121_MEA_BST_Otp_Zic2_Glut,H3K27ac,Female-shufA
097_PVHd_SBPV_Six3_Prox1_Gaba,H3K4me1,Female-shufA
017_CA3_Glut,H3K9me3,Female-shufA
006_L4_5_IT_CTX_Glut,H3K27me3,Female-shufA
101_ZI_Pax6_Gaba,H3K27me3,Female-shufA
082_CEA_BST_Ebf1_Pdyn_Gaba,H3K4me1,Male-shufB
092_TMv_PMv_Tbx3_Hist_Gaba,H3K27me3,Female-shufA
090_BST_MPN_Six3_Nrgn_Gaba,H3K4me1,Male-shufB
027_L6b_EPd_Glut,H3K9me3,Male-shufB
012_MEA_Slc17a7_Glut,H3K4me1,Male-shufA
041_OB_in_Frmd7_Gaba,H3K27ac,Male-shufB
060_OT_D3_Folh1_Gaba,H3K27ac,Male-shufA
063_STR_D1_Sema5a_Gaba,H3K4me1,Male-shufA
143_MM_ant_Foxb1_Glut,H3K27me3,Female-shufB
051_Pvalb_chandelier_Gaba,H3K27ac,Male-shufA
118_ADP_MPO_Trp73_Glut,H3K27me3,Male-shufB
104_TU_ARH_Otp_Six6_Gaba,H3K4me1,Female-shufB
078_SI_MA_ACB_Ebf1_Bnc2_Gaba,H3K9me3,Male-shufA
130_LHA_Pmch_Glut,H3K27me3,Male-shufB
195_SNr_VTA_Pax5_Npas1_Gaba,H3K27me3,Male-shufB
105_TMd_DMH_Foxd2_Gaba,H3K9me3,Female-shufA
048_RHP_COA_Ndnf_Gaba,H3K4me1,Male-shufA
231_IPN_LDT_Vsx2_Nkx6_1_Glut,H3K4me1,Male-shufA
128_VMH_Fezf1_Glut,H3K4me1,Male-shufB
127_DMH_LHA_Vgll2_Glut,H3K9me3,Female-shufA
008_L2_3_IT_ENT_Glut,H3K9me3,Female-shufB
027_L6b_EPd_Glut,H3K27me3,Female-shufA
107_DMH_Hmx2_Gaba,H3K27me3,Male-shufA
122_LHA_MEA_Otp_Glut,H3K27me3,Male-shufA
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba,H3K9me3,Female-shufB
011_L2_IT_ENT_po_Glut,H3K9me3,Female-shufB
014_LA_BLA_BMA_PA_Glut,H3K27me3,Female-shufB
003_L5_6_IT_TPE_ENT_Glut,H3K27me3,Female-shufB
213_SCsg_Gabrr2_Gaba,H3K27me3,Male-shufA
009_L2_3_IT_PIR_ENTl_Glut,H3K27ac,Male-shufA
213_SCsg_Gabrr2_Gaba,H3K9me3,Male-shufB
199_PAG_MRN_RN_Foxa2_Gaba,H3K27me3,Female-shufA
037_DG_Glut,H3K27ac,Female-shufA
036_HPF_CR_Glut,H3K4me1,Male-shufA
180_SCiw_Pitx2_Glut,H3K27ac,Male-shufB
089_PVR_Six3_Sox3_Gaba,H3K4me1,Male-shufB
121_MEA_BST_Otp_Zic2_Glut,H3K27me3,Female-shufB
050_Lamp5_Lhx6_Gaba,H3K9me3,Female-shufA
103_PVHd_DMH_Lhx6_Gaba,H3K4me1,Male-shufB
200_PAG_ND_PCG_Onecut1_Gaba,H3K27me3,Male-shufA
037_DG_Glut,H3K27ac,Male-shufA
020_L2_3_IT_RSP_Glut,H3K4me1,Male-shufA
032_L5_NP_CTX_Glut,H3K9me3,Male-shufB
007_L2_3_IT_CTX_Glut,H3K4me1,Male-shufB
108_ARH_PVp_Tbx3_Gaba,H3K27me3,Male-shufA
014_LA_BLA_BMA_PA_Glut,H3K27me3,Female-shufA
195_SNr_VTA_Pax5_Npas1_Gaba,H3K27me3,Male-shufA
108_ARH_PVp_Tbx3_Gaba,H3K27ac,Female-shufA
268_CS_PRNr_DR_En1_Sox2_Gaba,H3K27ac,Male-shufA
137_PH_an_Pitx2_Glut,H3K27me3,Female-shufA
070_LSX_Prdm12_Slit2_Gaba,H3K4me1,Female-shufA
138_PH_Pitx2_Glut,H3K27ac,Male-shufA
092_TMv_PMv_Tbx3_Hist_Gaba,H3K27ac,Male-shufA
120_MEA_Otp_Foxp2_Glut,H3K9me3,Female-shufA
142_HY_Gnrh1_Glut,H3K4me1,Female-shufA
130_LHA_Pmch_Glut,H3K4me1,Male-shufB
030_L6_CT_CTX_Glut,H3K27ac,Male-shufA
097_PVHd_SBPV_Six3_Prox1_Gaba,H3K27me3,Male-shufA
