001_CLA_EPd_CTX_Car3_Glut,H3K27ac-Female-shufA.shuffle.srt.bam,106134
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-Female-shufB.shuffle.srt.bam,95145
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-Female.srt.bam,201280
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-FemaleA.srt.bam,180493
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-FemaleB.srt.bam,20786
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-Male-shufA.shuffle.srt.bam,230199
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-Male-shufB.shuffle.srt.bam,227031
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-Male.srt.bam,457231
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-MaleA.srt.bam,306920
001_CLA_EPd_CTX_Car3_Glut,H3K27ac-MaleB.srt.bam,150310
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-Female-shufA.shuffle.srt.bam,227488
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-Female-shufB.shuffle.srt.bam,224706
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-Female.srt.bam,452195
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-FemaleA.srt.bam,247079
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-FemaleB.srt.bam,205115
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-Male-shufA.shuffle.srt.bam,469559
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-Male-shufB.shuffle.srt.bam,506009
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-Male.srt.bam,975569
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-MaleA.srt.bam,597338
001_CLA_EPd_CTX_Car3_Glut,H3K27me3-MaleB.srt.bam,378230
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-Female-shufA.shuffle.srt.bam,213095
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-Female-shufB.shuffle.srt.bam,167199
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-Female.srt.bam,380295
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-FemaleA.srt.bam,248228
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-FemaleB.srt.bam,132066
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-Male-shufA.shuffle.srt.bam,384880
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-Male-shufB.shuffle.srt.bam,411286
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-Male.srt.bam,796167
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-MaleA.srt.bam,499096
001_CLA_EPd_CTX_Car3_Glut,H3K4me1-MaleB.srt.bam,297070
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-Female-shufA.shuffle.srt.bam,300923
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-Female-shufB.shuffle.srt.bam,280659
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-Female.srt.bam,581583
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-FemaleA.srt.bam,305514
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-FemaleB.srt.bam,276068
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-Male-shufA.shuffle.srt.bam,510939
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-Male-shufB.shuffle.srt.bam,565534
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-Male.srt.bam,1076474
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-MaleA.srt.bam,855988
001_CLA_EPd_CTX_Car3_Glut,H3K9me3-MaleB.srt.bam,220485
002_IT_EP_CLA_Glut,H3K27ac-Female-shufA.shuffle.srt.bam,360927
002_IT_EP_CLA_Glut,H3K27ac-Female-shufB.shuffle.srt.bam,381896
002_IT_EP_CLA_Glut,H3K27ac-Female.srt.bam,742824
002_IT_EP_CLA_Glut,H3K27ac-FemaleA.srt.bam,657770
002_IT_EP_CLA_Glut,H3K27ac-FemaleB.srt.bam,85053
002_IT_EP_CLA_Glut,H3K27ac-Male-shufA.shuffle.srt.bam,396334
002_IT_EP_CLA_Glut,H3K27ac-Male-shufB.shuffle.srt.bam,386106
002_IT_EP_CLA_Glut,H3K27ac-Male.srt.bam,782441
002_IT_EP_CLA_Glut,H3K27ac-MaleA.srt.bam,555822
002_IT_EP_CLA_Glut,H3K27ac-MaleB.srt.bam,226618
002_IT_EP_CLA_Glut,H3K27me3-Female-shufA.shuffle.srt.bam,744828
002_IT_EP_CLA_Glut,H3K27me3-Female-shufB.shuffle.srt.bam,807096
002_IT_EP_CLA_Glut,H3K27me3-Female.srt.bam,1551925
002_IT_EP_CLA_Glut,H3K27me3-FemaleA.srt.bam,900363
002_IT_EP_CLA_Glut,H3K27me3-FemaleB.srt.bam,651561
002_IT_EP_CLA_Glut,H3K27me3-Male-shufA.shuffle.srt.bam,865072
002_IT_EP_CLA_Glut,H3K27me3-Male-shufB.shuffle.srt.bam,937730
002_IT_EP_CLA_Glut,H3K27me3-Male.srt.bam,1802803
002_IT_EP_CLA_Glut,H3K27me3-MaleA.srt.bam,1093560
002_IT_EP_CLA_Glut,H3K27me3-MaleB.srt.bam,709242
002_IT_EP_CLA_Glut,H3K4me1-Female-shufA.shuffle.srt.bam,678657
002_IT_EP_CLA_Glut,H3K4me1-Female-shufB.shuffle.srt.bam,652235
002_IT_EP_CLA_Glut,H3K4me1-Female.srt.bam,1330893
002_IT_EP_CLA_Glut,H3K4me1-FemaleA.srt.bam,919650
002_IT_EP_CLA_Glut,H3K4me1-FemaleB.srt.bam,411242
002_IT_EP_CLA_Glut,H3K4me1-Male-shufA.shuffle.srt.bam,908272
002_IT_EP_CLA_Glut,H3K4me1-Male-shufB.shuffle.srt.bam,806076
002_IT_EP_CLA_Glut,H3K4me1-Male.srt.bam,1714349
002_IT_EP_CLA_Glut,H3K4me1-MaleA.srt.bam,664438
