names,npeak,ncell,nreads
268_CS_PRNr_DR_En1_Sox2_Gaba-H3K27me3-FemaleA,19756,30,111740
268_CS_PRNr_DR_En1_Sox2_Gaba-H3K27me3-FemaleB,26337,7,37266
001_CLA_EPd_CTX_Car3_Glut-H3K4me1-MaleA,42967,92,499097
001_CLA_EPd_CTX_Car3_Glut-H3K4me1-MaleB,48319,33,297071
002_IT_EP_CLA_Glut-H3K4me1-MaleA,62356,121,664439
002_IT_EP_CLA_Glut-H3K4me1-MaleB,81697,127,1049911
003_L5_6_IT_TPE_ENT_Glut-H3K4me1-MaleA,122477,386,2053571
003_L5_6_IT_TPE_ENT_Glut-H3K4me1-MaleB,180338,560,4604556
004_L6_IT_CTX_Glut-H3K4me1-MaleA,135220,465,2442249
004_L6_IT_CTX_Glut-H3K4me1-MaleB,138919,688,3396204
005_L5_IT_CTX_Glut-H3K4me1-MaleA,38774,80,266657
005_L5_IT_CTX_Glut-H3K4me1-MaleB,39271,120,300067
006_L4_5_IT_CTX_Glut-H3K4me1-MaleA,105173,360,1485064
006_L4_5_IT_CTX_Glut-H3K4me1-MaleB,113073,467,1615719
007_L2_3_IT_CTX_Glut-H3K4me1-MaleA,97254,342,1352657
007_L2_3_IT_CTX_Glut-H3K4me1-MaleB,95533,437,1334691
008_L2_3_IT_ENT_Glut-H3K4me1-MaleA,239217,2066,14246273
008_L2_3_IT_ENT_Glut-H3K4me1-MaleB,270876,1886,19300369
009_L2_3_IT_PIR_ENTl_Glut-H3K4me1-MaleA,356788,9552,60873552
009_L2_3_IT_PIR_ENTl_Glut-H3K4me1-MaleB,198521,733,7019211
010_IT_AON_TT_DP_Glut-H3K4me1-MaleA,175870,854,4912902
010_IT_AON_TT_DP_Glut-H3K4me1-MaleB,143717,702,3181674
011_L2_IT_ENT_po_Glut-H3K4me1-MaleA,134016,339,2462285
011_L2_IT_ENT_po_Glut-H3K4me1-MaleB,195950,427,5312661
012_MEA_Slc17a7_Glut-H3K4me1-MaleA,65620,132,971669
012_MEA_Slc17a7_Glut-H3K4me1-MaleB,187207,726,4777185
013_COAp_Grxcr2_Glut-H3K4me1-MaleA,22399,18,144199
013_COAp_Grxcr2_Glut-H3K4me1-MaleB,56446,66,395071
014_LA_BLA_BMA_PA_Glut-H3K4me1-MaleA,136890,506,3749913
014_LA_BLA_BMA_PA_Glut-H3K4me1-MaleB,249111,2169,17749520
015_ENTmv_PA_COAp_Glut-H3K4me1-MaleA,70748,176,989663
015_ENTmv_PA_COAp_Glut-H3K4me1-MaleB,98623,192,1254976
016_CA1_ProS_Glut-H3K4me1-MaleA,326115,7714,40557534
016_CA1_ProS_Glut-H3K4me1-MaleB,277084,9946,62547378
017_CA3_Glut-H3K4me1-MaleA,293747,4065,23838536
017_CA3_Glut-H3K4me1-MaleB,260517,3608,24929904
019_L2_3_IT_PPP_Glut-H3K4me1-MaleA,169643,895,4560885
019_L2_3_IT_PPP_Glut-H3K4me1-MaleB,222503,899,9187339
020_L2_3_IT_RSP_Glut-H3K4me1-MaleA,44209,109,345907
020_L2_3_IT_RSP_Glut-H3K4me1-MaleB,41366,122,313961
021_L4_RSP_ACA_Glut-H3K4me1-MaleA,0,0,0
021_L4_RSP_ACA_Glut-H3K4me1-MaleB,0,0,0
022_L5_ET_CTX_Glut-H3K4me1-MaleA,68225,160,696005
022_L5_ET_CTX_Glut-H3K4me1-MaleB,69711,209,718507
023_SUB_ProS_Glut-H3K4me1-MaleA,113750,333,2019055
023_SUB_ProS_Glut-H3K4me1-MaleB,129560,484,3444042
025_CA2_FC_IG_Glut-H3K4me1-MaleA,162010,773,4170032
025_CA2_FC_IG_Glut-H3K4me1-MaleB,169380,569,4007929
026_NLOT_Rho_Glut-H3K4me1-MaleA,48046,52,348992
026_NLOT_Rho_Glut-H3K4me1-MaleB,151321,296,2349907
027_L6b_EPd_Glut-H3K4me1-MaleA,22546,14,133617
027_L6b_EPd_Glut-H3K4me1-MaleB,56449,57,403108
028_L6b_CT_ENT_Glut-H3K4me1-MaleA,154963,764,3930887
028_L6b_CT_ENT_Glut-H3K4me1-MaleB,223932,1019,9086282
029_L6b_CTX_Glut-H3K4me1-MaleA,28891,35,187091
029_L6b_CTX_Glut-H3K4me1-MaleB,29862,35,177367
030_L6_CT_CTX_Glut-H3K4me1-MaleA,191976,1150,6622628
030_L6_CT_CTX_Glut-H3K4me1-MaleB,133903,422,1958902
031_CT_SUB_Glut-H3K4me1-MaleA,54684,103,479451
031_CT_SUB_Glut-H3K4me1-MaleB,103012,157,1305304
032_L5_NP_CTX_Glut-H3K4me1-MaleA,12487,25,79544
032_L5_NP_CTX_Glut-H3K4me1-MaleB,10003,27,60005
033_NP_SUB_Glut-H3K4me1-MaleA,103480,235,1527904
033_NP_SUB_Glut-H3K4me1-MaleB,152659,468,2623136
034_NP_PPP_Glut-H3K4me1-MaleA,18772,29,125811
034_NP_PPP_Glut-H3K4me1-MaleB,46127,38,295171
036_HPF_CR_Glut-H3K4me1-MaleA,23825,36,141122
036_HPF_CR_Glut-H3K4me1-MaleB,109605,233,974031
037_DG_Glut-H3K4me1-MaleA,301185,11750,68940346
037_DG_Glut-H3K4me1-MaleB,269307,12135,90063238
038_DG_PIR_Ex_IMN-H3K4me1-MaleA,190563,1001,6395370
038_DG_PIR_Ex_IMN-H3K4me1-MaleB,232983,1641,10279400
039_OB_Meis2_Thsd7b_Gaba-H3K4me1-MaleA,47953,88,382028
039_OB_Meis2_Thsd7b_Gaba-H3K4me1-MaleB,91170,235,1087108
041_OB_in_Frmd7_Gaba-H3K4me1-MaleA,7722,9,43385
041_OB_in_Frmd7_Gaba-H3K4me1-MaleB,33883,55,201231
042_OB_out_Frmd7_Gaba-H3K4me1-MaleA,15272,4,20729
042_OB_out_Frmd7_Gaba-H3K4me1-MaleB,21040,9,31385
044_OB_Dopa_Gaba-H3K4me1-MaleA,511,1,633
044_OB_Dopa_Gaba-H3K4me1-MaleB,0,0,0
045_OB_STR_CTX_Inh_IMN-H3K4me1-MaleA,125006,490,3733420
045_OB_STR_CTX_Inh_IMN-H3K4me1-MaleB,214081,2216,13387186
046_Vip_Gaba-H3K4me1-MaleA,129075,434,2415632
046_Vip_Gaba-H3K4me1-MaleB,184385,706,4616668
047_Sncg_Gaba-H3K4me1-MaleA,134013,394,2396598
047_Sncg_Gaba-H3K4me1-MaleB,131728,427,3582652
048_RHP_COA_Ndnf_Gaba-H3K4me1-MaleA,114508,347,1974478
048_RHP_COA_Ndnf_Gaba-H3K4me1-MaleB,150719,375,2453542
049_Lamp5_Gaba-H3K4me1-MaleA,124202,361,2252877
049_Lamp5_Gaba-H3K4me1-MaleB,129875,474,3474772
050_Lamp5_Lhx6_Gaba-H3K4me1-MaleA,138895,480,2841168
050_Lamp5_Lhx6_Gaba-H3K4me1-MaleB,177618,600,4312572
051_Pvalb_chandelier_Gaba-H3K4me1-MaleA,66285,167,922181
051_Pvalb_chandelier_Gaba-H3K4me1-MaleB,108512,192,1387422
052_Pvalb_Gaba-H3K4me1-MaleA,119128,625,3542556
052_Pvalb_Gaba-H3K4me1-MaleB,188077,685,5252674
053_Sst_Gaba-H3K4me1-MaleA,195845,1052,6017047
053_Sst_Gaba-H3K4me1-MaleB,235032,1573,10979090
054_STR_Prox1_Lhx6_Gaba-H3K4me1-MaleA,134501,395,2706201
054_STR_Prox1_Lhx6_Gaba-H3K4me1-MaleB,172126,762,4325174
055_STR_Lhx8_Gaba-H3K4me1-MaleA,65873,149,905853
055_STR_Lhx8_Gaba-H3K4me1-MaleB,129282,390,1783364
056_Sst_Chodl_Gaba-H3K4me1-MaleA,80118,200,1208177
056_Sst_Chodl_Gaba-H3K4me1-MaleB,134690,432,2224026
057_NDB_SI_MA_STRv_Lhx8_Gaba-H3K4me1-MaleA,83174,167,1233357
057_NDB_SI_MA_STRv_Lhx8_Gaba-H3K4me1-MaleB,147950,434,2942625
058_PAL_STR_Gaba_Chol-H3K4me1-MaleA,71785,114,765101
058_PAL_STR_Gaba_Chol-H3K4me1-MaleB,148279,405,2545496
059_GPe_SI_Sox6_Cyp26b1_Gaba-H3K4me1-MaleA,7207,8,44253
059_GPe_SI_Sox6_Cyp26b1_Gaba-H3K4me1-MaleB,33738,38,201910
060_OT_D3_Folh1_Gaba-H3K4me1-MaleA,55274,78,439937
060_OT_D3_Folh1_Gaba-H3K4me1-MaleB,89734,299,1104454
061_STR_D1_Gaba-H3K4me1-MaleA,295337,4873,30070556
061_STR_D1_Gaba-H3K4me1-MaleB,276018,20050,110415684
062_STR_D2_Gaba-H3K4me1-MaleA,247094,3619,20607336
062_STR_D2_Gaba-H3K4me1-MaleB,252845,15984,81217896
063_STR_D1_Sema5a_Gaba-H3K4me1-MaleA,185911,1211,7108827
063_STR_D1_Sema5a_Gaba-H3K4me1-MaleB,224951,3008,16890982
064_STR_PAL_Chst9_Gaba-H3K4me1-MaleA,151416,706,3972171
064_STR_PAL_Chst9_Gaba-H3K4me1-MaleB,220507,2777,14213149
065_IA_Mgp_Gaba-H3K4me1-MaleA,23279,5,33138
065_IA_Mgp_Gaba-H3K4me1-MaleB,63407,75,498264
066_NDB_SI_ant_Prdm12_Gaba-H3K4me1-MaleA,51984,101,593512
066_NDB_SI_ant_Prdm12_Gaba-H3K4me1-MaleB,76438,141,728595
070_LSX_Prdm12_Slit2_Gaba-H3K4me1-MaleA,2989,1,3841
070_LSX_Prdm12_Slit2_Gaba-H3K4me1-MaleB,9773,3,12713
073_MEA_BST_Sox6_Gaba-H3K4me1-MaleA,105186,245,1726202
073_MEA_BST_Sox6_Gaba-H3K4me1-MaleB,201728,996,6951699
074_MEA_BST_Lhx6_Sp9_Gaba-H3K4me1-MaleA,75749,171,1119994
074_MEA_BST_Lhx6_Sp9_Gaba-H3K4me1-MaleB,132982,569,3431416
075_MEA_BST_Lhx6_Nr2e1_Gaba-H3K4me1-MaleA,54500,63,446535
075_MEA_BST_Lhx6_Nr2e1_Gaba-H3K4me1-MaleB,127744,257,1679633
076_MEA_BST_Lhx6_Nfib_Gaba-H3K4me1-MaleA,70628,145,763730
076_MEA_BST_Lhx6_Nfib_Gaba-H3K4me1-MaleB,146491,471,2629520
077_CEA_BST_Gal_Avp_Gaba-H3K4me1-MaleA,39526,52,288718
077_CEA_BST_Gal_Avp_Gaba-H3K4me1-MaleB,67330,101,635790
078_SI_MA_ACB_Ebf1_Bnc2_Gaba-H3K4me1-MaleA,36477,39,236854
078_SI_MA_ACB_Ebf1_Bnc2_Gaba-H3K4me1-MaleB,46210,64,341916
079_CEA_BST_Six3_Cyp26b1_Gaba-H3K4me1-MaleA,87140,195,1273538
079_CEA_BST_Six3_Cyp26b1_Gaba-H3K4me1-MaleB,205805,904,5765671
080_CEA_AAA_BST_Six3_Sp9_Gaba-H3K4me1-MaleA,107959,432,3451144
080_CEA_AAA_BST_Six3_Sp9_Gaba-H3K4me1-MaleB,222000,1305,9685081
081_ACB_BST_FS_D1_Gaba-H3K4me1-MaleA,63381,117,704035
081_ACB_BST_FS_D1_Gaba-H3K4me1-MaleB,99446,248,1269310
082_CEA_BST_Ebf1_Pdyn_Gaba-H3K4me1-MaleA,72972,157,1038142
082_CEA_BST_Ebf1_Pdyn_Gaba-H3K4me1-MaleB,179800,755,4643239
083_CEA_BST_Rai14_Pdyn_Crh_Gaba-H3K4me1-MaleA,18513,14,111326
083_CEA_BST_Rai14_Pdyn_Crh_Gaba-H3K4me1-MaleB,47772,46,289805
084_BST_SI_AAA_Six3_Slc22a3_Gaba-H3K4me1-MaleA,18233,24,117911
084_BST_SI_AAA_Six3_Slc22a3_Gaba-H3K4me1-MaleB,42996,44,259447
085_SI_MPO_LPO_Lhx8_Gaba-H3K4me1-MaleA,74117,202,1105581
085_SI_MPO_LPO_Lhx8_Gaba-H3K4me1-MaleB,121404,341,1646985
086_MPO_ADP_Lhx8_Gaba-H3K4me1-MaleA,115966,394,2022277
086_MPO_ADP_Lhx8_Gaba-H3K4me1-MaleB,129743,530,2024657
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba-H3K4me1-MaleA,66242,156,991911
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba-H3K4me1-MaleB,84304,187,783927
088_BST_Tac2_Gaba-H3K4me1-MaleA,13942,21,86505
088_BST_Tac2_Gaba-H3K4me1-MaleB,25192,44,150835
089_PVR_Six3_Sox3_Gaba-H3K4me1-MaleA,42776,105,495387
089_PVR_Six3_Sox3_Gaba-H3K4me1-MaleB,52965,140,506626
090_BST_MPN_Six3_Nrgn_Gaba-H3K4me1-MaleA,69951,201,1042698
090_BST_MPN_Six3_Nrgn_Gaba-H3K4me1-MaleB,114155,364,1485265
091_ARH_PVi_Six6_Dopa_Gaba-H3K4me1-MaleA,11890,19,75576
091_ARH_PVi_Six6_Dopa_Gaba-H3K4me1-MaleB,17794,34,103561
092_TMv_PMv_Tbx3_Hist_Gaba-H3K4me1-MaleA,20424,5,25397
092_TMv_PMv_Tbx3_Hist_Gaba-H3K4me1-MaleB,23786,35,135093
093_RT_ZI_Gnb3_Gaba-H3K4me1-MaleA,70474,191,1012543
093_RT_ZI_Gnb3_Gaba-H3K4me1-MaleB,79047,214,918249
094_SCH_Six6_Cdc14a_Gaba-H3K4me1-MaleA,66737,158,694721
094_SCH_Six6_Cdc14a_Gaba-H3K4me1-MaleB,131675,596,1942727
096_PVHd_Gsc_Gaba-H3K4me1-MaleA,40525,51,295821
096_PVHd_Gsc_Gaba-H3K4me1-MaleB,48519,82,332247
097_PVHd_SBPV_Six3_Prox1_Gaba-H3K4me1-MaleA,59492,156,647502
097_PVHd_SBPV_Six3_Prox1_Gaba-H3K4me1-MaleB,109726,390,1413321
098_AHN_SBPV_PVHd_Pdrm12_Gaba-H3K4me1-MaleA,135456,574,2955915
098_AHN_SBPV_PVHd_Pdrm12_Gaba-H3K4me1-MaleB,130447,971,3617441
099_SBPV_PVa_Six6_Satb2_Gaba-H3K4me1-MaleA,50194,128,570432
099_SBPV_PVa_Six6_Satb2_Gaba-H3K4me1-MaleB,79067,304,962125
100_AHN_Onecut3_Gaba-H3K4me1-MaleA,64900,151,689313
100_AHN_Onecut3_Gaba-H3K4me1-MaleB,96593,321,1247062
101_ZI_Pax6_Gaba-H3K4me1-MaleA,140594,695,3728019
101_ZI_Pax6_Gaba-H3K4me1-MaleB,179570,1169,4743970
102_DMH_LHA_Gsx1_Gaba-H3K4me1-MaleA,66607,180,719060
102_DMH_LHA_Gsx1_Gaba-H3K4me1-MaleB,85269,330,1065663
103_PVHd_DMH_Lhx6_Gaba-H3K4me1-MaleA,74038,154,782874
103_PVHd_DMH_Lhx6_Gaba-H3K4me1-MaleB,90636,229,836369
104_TU_ARH_Otp_Six6_Gaba-H3K4me1-MaleA,120634,406,2161680
104_TU_ARH_Otp_Six6_Gaba-H3K4me1-MaleB,147238,648,2367896
105_TMd_DMH_Foxd2_Gaba-H3K4me1-MaleA,18847,6,25298
105_TMd_DMH_Foxd2_Gaba-H3K4me1-MaleB,10423,5,13374
106_PVpo_VMPO_MPN_Hmx2_Gaba-H3K4me1-MaleA,128152,513,2421103
106_PVpo_VMPO_MPN_Hmx2_Gaba-H3K4me1-MaleB,145067,858,2961729
107_DMH_Hmx2_Gaba-H3K4me1-MaleA,166623,650,4733931
107_DMH_Hmx2_Gaba-H3K4me1-MaleB,185227,1408,8577550
108_ARH_PVp_Tbx3_Gaba-H3K4me1-MaleA,232858,1058,12115430
108_ARH_PVp_Tbx3_Gaba-H3K4me1-MaleB,222056,1332,11503459
109_LGv_ZI_Otx2_Gaba-H3K4me1-MaleA,10257,16,62866
109_LGv_ZI_Otx2_Gaba-H3K4me1-MaleB,10011,17,55397
112_GPi_Tbr1_Cngb3_Gaba_Glut-H3K4me1-MaleA,41961,68,313792
112_GPi_Tbr1_Cngb3_Gaba_Glut-H3K4me1-MaleB,52562,106,370487
113_MEA_COA_BMA_Ccdc42_Glut-H3K4me1-MaleA,111260,411,3061836
113_MEA_COA_BMA_Ccdc42_Glut-H3K4me1-MaleB,242169,1797,12243408
114_COAa_PAA_MEA_Barhl2_Glut-H3K4me1-MaleA,74260,164,1129227
114_COAa_PAA_MEA_Barhl2_Glut-H3K4me1-MaleB,191401,842,5939610
116_AVPV_MEPO_SFO_Tbr1_Glut-H3K4me1-MaleA,2450,1,2733
116_AVPV_MEPO_SFO_Tbr1_Glut-H3K4me1-MaleB,0,0,0
1160_Astro_NT_NN_2-H3K4me1-MaleA,188762,4867,16843064
1160_Astro_NT_NN_2-H3K4me1-MaleB,175156,13002,34582134
1161_Astro_TE_NN_1-H3K4me1-MaleA,156296,1364,5352431
1161_Astro_TE_NN_1-H3K4me1-MaleB,184994,2661,10288599
1162_Astro_TE_NN_2-H3K4me1-MaleA,56424,134,474542
1162_Astro_TE_NN_2-H3K4me1-MaleB,111701,415,1500795
1163_Astro_TE_NN_3-H3K4me1-MaleA,228296,7094,26113230
1163_Astro_TE_NN_3-H3K4me1-MaleB,203541,17507,59206310
1165_Astro_TE_NN_5-H3K4me1-MaleA,68893,179,891576
1165_Astro_TE_NN_5-H3K4me1-MaleB,135251,834,2987470
117_LHA_Barhl2_Glut-H3K4me1-MaleA,104633,256,1592472
117_LHA_Barhl2_Glut-H3K4me1-MaleB,120280,387,1672738
1173_Tanycyte_NN_2-H3K4me1-MaleA,51403,165,537826
1173_Tanycyte_NN_2-H3K4me1-MaleB,101267,485,1211259
1175_Ependymal_NN_1-H3K4me1-MaleA,169598,2011,6406100
1175_Ependymal_NN_1-H3K4me1-MaleB,175851,2645,8948781
1178_CHOR_NN_1-H3K4me1-MaleA,191783,1350,6402016
1178_CHOR_NN_1-H3K4me1-MaleB,192603,1322,7509079
1179_OPC_NN_1-H3K4me1-MaleA,227528,3923,19609666
1179_OPC_NN_1-H3K4me1-MaleB,227987,8506,36988356
118_ADP_MPO_Trp73_Glut-H3K4me1-MaleA,38979,77,467527
118_ADP_MPO_Trp73_Glut-H3K4me1-MaleB,60130,121,474208
1180_OPC_NN_2-H3K4me1-MaleA,13785,14,83723
1180_OPC_NN_2-H3K4me1-MaleB,42740,51,269238
1181_COP_NN_1-H3K4me1-MaleA,114330,606,3273060
1181_COP_NN_1-H3K4me1-MaleB,177329,1029,4985609
1182_NFOL_NN_2-H3K4me1-MaleA,105747,301,1629775
1182_NFOL_NN_2-H3K4me1-MaleB,141056,457,2211230
1183_MFOL_NN_3-H3K4me1-MaleA,111206,754,3411118
1183_MFOL_NN_3-H3K4me1-MaleB,152537,2467,8823243
1184_MOL_NN_4-H3K4me1-MaleA,238114,5388,28233249
1184_MOL_NN_4-H3K4me1-MaleB,201874,23328,84702529
1186_ABC_NN_1-H3K4me1-MaleA,85791,380,1148826
1186_ABC_NN_1-H3K4me1-MaleB,135635,894,2916891
1187_VLMC_NN_1-H3K4me1-MaleA,158873,1400,5498142
1187_VLMC_NN_1-H3K4me1-MaleB,178065,2717,10436243
1188_VLMC_NN_2-H3K4me1-MaleA,57174,190,488854
1188_VLMC_NN_2-H3K4me1-MaleB,103234,507,1324435
1189_VLMC_NN_3-H3K4me1-MaleA,14082,28,79774
1189_VLMC_NN_3-H3K4me1-MaleB,45129,85,278008
119_SI_MA_LPO_LHA_Skor1_Glut-H3K4me1-MaleA,63547,151,921166
119_SI_MA_LPO_LHA_Skor1_Glut-H3K4me1-MaleB,147142,510,2933605
1191_Peri_NN_1-H3K4me1-MaleA,23086,43,136356
1191_Peri_NN_1-H3K4me1-MaleB,92006,532,1196411
1192_SMC_NN_1-H3K4me1-MaleA,23388,14,33789
1192_SMC_NN_1-H3K4me1-MaleB,23792,75,133416
1193_Endo_NN_1-H3K4me1-MaleA,118411,784,3216206
1193_Endo_NN_1-H3K4me1-MaleB,131879,2084,7090672
1194_Microglia_NN_1-H3K4me1-MaleA,96426,357,1429611
1194_Microglia_NN_1-H3K4me1-MaleB,133993,4332,11355646
1195_BAM_NN_1-H3K4me1-MaleA,30986,41,187004
1195_BAM_NN_1-H3K4me1-MaleB,99761,365,942008
120_MEA_Otp_Foxp2_Glut-H3K4me1-MaleA,101249,163,1592628
120_MEA_Otp_Foxp2_Glut-H3K4me1-MaleB,193485,654,6140845
121_MEA_BST_Otp_Zic2_Glut-H3K4me1-MaleA,8694,7,49599
121_MEA_BST_Otp_Zic2_Glut-H3K4me1-MaleB,39010,31,221817
122_LHA_MEA_Otp_Glut-H3K4me1-MaleA,23378,24,146005
122_LHA_MEA_Otp_Glut-H3K4me1-MaleB,80300,119,733675
123_DMH_Nkx2_4_Glut-H3K4me1-MaleA,36527,63,256766
123_DMH_Nkx2_4_Glut-H3K4me1-MaleB,57931,132,448317
124_MPN_MPO_PVpo_Hmx2_Glut-H3K4me1-MaleA,31330,48,216464
124_MPN_MPO_PVpo_Hmx2_Glut-H3K4me1-MaleB,47291,94,329985
125_DMH_Hmx2_Glut-H3K4me1-MaleA,42757,76,327410
125_DMH_Hmx2_Glut-H3K4me1-MaleB,85037,223,785556
126_ARH_PVp_Tbx3_Glut-H3K4me1-MaleA,134422,543,2716234
126_ARH_PVp_Tbx3_Glut-H3K4me1-MaleB,148457,745,2770311
127_DMH_LHA_Vgll2_Glut-H3K4me1-MaleA,65886,135,710395
127_DMH_LHA_Vgll2_Glut-H3K4me1-MaleB,83721,210,780135
128_VMH_Fezf1_Glut-H3K4me1-MaleA,68524,144,1002747
128_VMH_Fezf1_Glut-H3K4me1-MaleB,96506,253,1223713
129_VMH_Nr5a1_Glut-H3K4me1-MaleA,146147,768,3749110
129_VMH_Nr5a1_Glut-H3K4me1-MaleB,200577,1696,6614334
130_LHA_Pmch_Glut-H3K4me1-MaleA,42695,53,328542
130_LHA_Pmch_Glut-H3K4me1-MaleB,71224,130,675730
131_LHA_AHN_PVH_Otp_Trh_Glut-H3K4me1-MaleA,91439,263,1309827
131_LHA_AHN_PVH_Otp_Trh_Glut-H3K4me1-MaleB,123790,426,1646608
132_AHN_RCH_LHA_Otp_Fezf1_Glut-H3K4me1-MaleA,110147,389,1849175
132_AHN_RCH_LHA_Otp_Fezf1_Glut-H3K4me1-MaleB,149606,805,3206521
133_PVH_SO_PVa_Otp_Glut-H3K4me1-MaleA,113501,389,1926175
133_PVH_SO_PVa_Otp_Glut-H3K4me1-MaleB,144836,706,2764622
134_PH_ant_LHA_Otp_Bsx_Glut-H3K4me1-MaleA,73634,213,1072624
134_PH_ant_LHA_Otp_Bsx_Glut-H3K4me1-MaleB,111238,366,1473745
135_STN_PSTN_Pitx2_Glut-H3K4me1-MaleA,226294,1595,9276268
135_STN_PSTN_Pitx2_Glut-H3K4me1-MaleB,197178,1696,8345629
136_PMv_TMv_Pitx2_Glut-H3K4me1-MaleA,30049,28,192682
136_PMv_TMv_Pitx2_Glut-H3K4me1-MaleB,31811,52,194241
137_PH_an_Pitx2_Glut-H3K4me1-MaleA,10527,18,65465
137_PH_an_Pitx2_Glut-H3K4me1-MaleB,27230,54,157599
138_PH_Pitx2_Glut-H3K4me1-MaleA,21307,7,29893
138_PH_Pitx2_Glut-H3K4me1-MaleB,9778,14,58059
139_PH_LHA_Foxb1_Glut-H3K4me1-MaleA,232189,1456,9300420
139_PH_LHA_Foxb1_Glut-H3K4me1-MaleB,196461,1395,7745884
140_PMd_LHA_Foxb1_Glut-H3K4me1-MaleA,4280,1,6434
140_PMd_LHA_Foxb1_Glut-H3K4me1-MaleB,23367,9,31369
141_PH_SUM_Foxa1_Glut-H3K4me1-MaleA,16191,22,103676
141_PH_SUM_Foxa1_Glut-H3K4me1-MaleB,22133,40,130566
142_HY_Gnrh1_Glut-H3K4me1-MaleA,262315,4223,20680770
142_HY_Gnrh1_Glut-H3K4me1-MaleB,262761,4480,16915340
143_MM_ant_Foxb1_Glut-H3K4me1-MaleA,8000,1,11779
143_MM_ant_Foxb1_Glut-H3K4me1-MaleB,13589,3,17974
149_PVT_PT_Ntrk1_Glut-H3K4me1-MaleA,26707,39,176563
149_PVT_PT_Ntrk1_Glut-H3K4me1-MaleB,35487,51,211247
151_TH_Prkcd_Grin2c_Glut-H3K4me1-MaleA,56223,69,459446
151_TH_Prkcd_Grin2c_Glut-H3K4me1-MaleB,86660,128,785687
152_RE_Xi_Nox4_Glut-H3K4me1-MaleA,129495,305,2350579
152_RE_Xi_Nox4_Glut-H3K4me1-MaleB,154962,553,3249049
156_MB_ant_ve_Dmrta2_Glut-H3K4me1-MaleA,226892,1623,9344157
156_MB_ant_ve_Dmrta2_Glut-H3K4me1-MaleB,191365,1000,5246578
159_IF_RL_CLI_PAG_Foxa1_Glut-H3K4me1-MaleA,193082,921,5682014
159_IF_RL_CLI_PAG_Foxa1_Glut-H3K4me1-MaleB,184976,930,4705693
166_MRN_Pou3f1_C1ql4_Glut-H3K4me1-MaleA,58194,117,657162
166_MRN_Pou3f1_C1ql4_Glut-H3K4me1-MaleB,73735,143,680859
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut-H3K4me1-MaleA,40613,53,301309
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut-H3K4me1-MaleB,36803,50,213817
180_SCiw_Pitx2_Glut-H3K4me1-MaleA,196702,1439,8034910
180_SCiw_Pitx2_Glut-H3K4me1-MaleB,159284,828,3814818
191_PAG_MRN_Rln3_Gaba-H3K4me1-MaleA,11247,3,14717
191_PAG_MRN_Rln3_Gaba-H3K4me1-MaleB,11711,12,60446
195_SNr_VTA_Pax5_Npas1_Gaba-H3K4me1-MaleA,198994,1192,7582142
195_SNr_VTA_Pax5_Npas1_Gaba-H3K4me1-MaleB,204520,1241,6789446
196_PAG_PPN_Pax5_Sox21_Gaba-H3K4me1-MaleA,92540,151,1401028
196_PAG_PPN_Pax5_Sox21_Gaba-H3K4me1-MaleB,112520,173,1367655
197_SNr_Six3_Gaba-H3K4me1-MaleA,193865,952,6152734
197_SNr_Six3_Gaba-H3K4me1-MaleB,192863,1004,5437686
199_PAG_MRN_RN_Foxa2_Gaba-H3K4me1-MaleA,132950,388,2873856
199_PAG_MRN_RN_Foxa2_Gaba-H3K4me1-MaleB,144183,350,2399494
200_PAG_ND_PCG_Onecut1_Gaba-H3K4me1-MaleA,137188,471,2731027
200_PAG_ND_PCG_Onecut1_Gaba-H3K4me1-MaleB,133479,408,1981429
202_PRT_Tcf7l2_Gaba-H3K4me1-MaleA,155059,723,4247717
202_PRT_Tcf7l2_Gaba-H3K4me1-MaleB,160633,766,3891613
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba-H3K4me1-MaleA,54291,109,617888
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba-H3K4me1-MaleB,78479,152,735553
213_SCsg_Gabrr2_Gaba-H3K4me1-MaleA,25416,24,172071
213_SCsg_Gabrr2_Gaba-H3K4me1-MaleB,48741,54,301824
214_IPN_Otp_Crisp1_Gaba-H3K4me1-MaleA,117067,543,3492956
214_IPN_Otp_Crisp1_Gaba-H3K4me1-MaleB,189980,809,4568690
215_SNc_VTA_RAmb_Foxa1_Dopa-H3K4me1-MaleA,235915,1412,10221214
215_SNc_VTA_RAmb_Foxa1_Dopa-H3K4me1-MaleB,241396,1702,11021338
216_MB_MY_Tph2_Glut_Sero-H3K4me1-MaleA,63338,179,965816
216_MB_MY_Tph2_Glut_Sero-H3K4me1-MaleB,70663,133,654659
231_IPN_LDT_Vsx2_Nkx6_1_Glut-H3K4me1-MaleA,35441,45,257372
231_IPN_LDT_Vsx2_Nkx6_1_Glut-H3K4me1-MaleB,57467,63,392111
268_CS_PRNr_DR_En1_Sox2_Gaba-H3K4me1-MaleA,50090,70,417011
268_CS_PRNr_DR_En1_Sox2_Gaba-H3K4me1-MaleB,47305,55,286329
